price,make,model,year,mileage,color,vin,state,country
950,ford,pk,2001,229886,red,1ftrx17w41nb80705,illinois,usa
9270,gmc,mpv,2017,19490,gray,1gkknxls2hz262405,virginia,usa
11380,jeep,mpv,2019,12038,black,1c4hjxeg2kw600727,michigan,usa
5350,hyundai,mpv,2019,43536,blue,km8j33a49ku860727,florida,usa
2725,chevrolet,door,2004,308451,black,1gcjc33204f177273,south carolina,usa
3790,ford,door,2015,100893,gray,3fa6p0h71fr180238,georgia,usa
40514,ford,door,2017,90304,white,1ft7w2bt6heb60592,michigan,usa
0,ford,door,1997,146912,green,1ftdf18w8vna61251,wisconsin,usa
0,ford,door,1998,131367,white,1ftrf18l7wka62471,illinois,usa
9190,gmc,mpv,2017,31394,gray,1gkknxls7hz295013,virginia,usa
10330,infiniti,mpv,2019,25933,gray,5n1dl0mm9kc556522,florida,usa
1000,acura,door,2008,118250,gray,5j8tb18578a010979,michigan,usa
2925,bmw,door,2013,46060,white,5uxwx9c57d0a24286,florida,usa
3830,ford,door,2015,50593,gold,3fa6p0hdxfr241138,georgia,usa
43402,ford,door,2017,62387,blue,1ft7w2bt3hed62547,michigan,usa
1025,gmc,door,2009,169634,black,1gkfk03219r252659,michigan,usa
17200,honda,van,2016,72527,gray,5fnrl5h65gb151898,new jersey,usa
54680,harley-davidson,road/street,2016,9502,black,1hd1krm1xgb609213,virginia,usa
6940,honda,door,2010,217290,no_color,5fnyf4h99ab034386,pennsylvania,usa
13080,infiniti,mpv,2019,17243,gray,jn8az2nf9k9685086,florida,usa
25,chevrolet,door,2007,194903,gray,3gnfk16307g310044,virginia,usa
10630,ford,door,2015,82899,white,1ftew1eg0ffb32472,georgia,usa
43009,ford,door,2017,76418,white,1ft7w2bt3heb19966,michigan,usa
25,gmc,door,2003,138441,white,1gkdt13s332100344,michigan,usa
4600,ford,pickup,2006,240740,brown,1ftpw14v66fa82105,mississippi,usa
4950,honda,mpv,2016,71404,black,2hkrm3h45gh513861,virginia,usa
3760,hyundai,doors,2019,30382,silver,5npd84lf6kh456317,florida,usa
3900,acura,door,2009,179389,black,19uua96529a004646,texas,usa
0,cadillac,coupe,2000,105169,white,1g6el12y9yu148063,virginia,usa
3830,ford,door,2015,82534,silver,3fa6p0hdxfr258523,georgia,usa
53500,ford,door,2017,55732,white,1ft8w4dtxhed96692,michigan,usa
25,ford,door,2010,198596,gray,1fmeu7de5aua53694,michigan,usa
25,ford,door,1998,300021,brown,1ftzx0766wka18481,arkansas,usa
6240,honda,door,2015,83623,silver,5fnyf4h26fb052452,virginia,usa
4150,jeep,door,2014,108895,white,1c4njrfb0ed707552,new york,usa
25,jeep,door,1999,226972,black,1j4gw58s4xc558310,florida,usa
61200,bmw,series,2020,7509,black,wba7t2c04lgl17687,california,usa
0,buick,door,2006,137464,blue,2g4wc582961163677,virginia,usa
13500,bmw,series,2014,33542,blue,wba3d5c51ekx97650,new jersey,usa
6490,ford,door,2015,74754,black,1fm5k7d88fga24308,georgia,usa
51502,ford,door,2017,27661,black,1ft8w3dt8hec12120,michigan,usa
250,ford,door,2010,115241,white,3fahp0ha6ar187697,michigan,usa
25,ford,door,1984,41577,white,2ftcf15y9eca14589,arkansas,usa
8160,honda,van,2015,109027,gray,5fnrl5h96fb012419,virginia,usa
7770,jeep,door,2014,72732,gray,1c4rjfbg4ec441069,new york,usa
200,jeep,door,2001,126400,green,1j4ft48s01l590080,maryland,usa
25,audi,door,2008,177422,black,wa1by74l38d010163,texas,usa
0,chevrolet,door,1995,274706,green,2gcec19h8s1195266,arizona,usa
1825,bmw,coupe,2008,77984,white,wbawb33548p132854,georgia,usa
39800,bmw,series,2017,23177,blue,wba7e2c58hg739412,california,usa
9210,ford,door,2015,26911,silver,1ftew1cg4ffa66589,georgia,usa
58500,ford,srw,2019,21527,blue,1ft8w3bt3kee15023,washington,usa
125,ford,door,2014,56461,silver,1fm5k8gt9ega74266,michigan,usa
3960,honda,door,2015,95128,white,19xfb2f81fe252000,virginia,usa
5998,hyundai,doors,2014,122975,phantom black,5npdh4ae0eh480157,new york,usa
3700,honda,doors,2014,162824,blue,jhmze2h34es000337,new york,usa
0,kia,wagon,2008,148463,silver,knafg525787197602,indiana,usa
0,audi,door,2005,181896,black,waudg74f05n113751,california,usa
0,bmw,door,2000,216657,gray,wbaam3346yfp77118,utah,usa
5000,gmc,door,2012,140339,black,1gkkrpedxcj207971,utah,usa
15050,infiniti,mpv,2019,26786,white,jn8az2ne9k9229368,texas,usa
3960,hyundai,doors,2019,35623,red,5npd84lf5kh403222,ohio,usa
36300,lincoln,nautilus,2019,14541,black,2lmpj6l91kbl31468,california,usa
55600,lexus,gx,2020,8186,silver,jtjam7bx4l5251250,florida,usa
2630,nissan,doors,2018,36739,gray,3n1cn7ap5jl872135,california,usa
5690,nissan,mpv,2017,42616,blue,5n1at2mv4hc773816,new jersey,usa
19500,audi,q5,2017,65833,blue,wa1l2afpxha049370,texas,usa
450,chevrolet,coupe,2008,123515,yellow,1g1al18f587145539,minnesota,usa
20400,cadillac,door,2015,36122,white,3gyfnee39fs587810,wisconsin,usa
4320,chevrolet,door,2011,88359,brown,2cnfleec9b6313197,florida,usa
33001,ford,f-150,2017,35905,gray,1ftfw1eg3hfc66707,michigan,usa
10000,ford,door,2017,35747,red,1ftew1efxhkc69002,arkansas,usa
0,ford,door,2004,167011,red,1fmfu18l84lb61201,maryland,usa
5790,gmc,door,2012,105020,white,1gtr2ve74cz121991,utah,usa
14750,infiniti,mpv,2019,11047,black,jn8az2nexk9236071,texas,usa
4010,hyundai,doors,2019,31233,silver,kmhd84lf4ku746279,ohio,usa
40000,mercedes-benz,gle,2019,19427,white,4jgda5gb4kb204919,california,usa
13000,kia,sportage,2017,71991,silver,kndpn3ac7h7113313,new jersey,usa
3550,nissan,doors,2018,29043,blue,3n1ab7ap2jy244200,california,usa
3040,nissan,doors,2017,36064,gray,3n1ab7ap5hy411143,new jersey,usa
0,chevrolet,coupe,2008,270080,yellow,1g1al18f187245041,illinois,usa
36400,audi,5,2015,47213,black,wuac6bfr0fa901212,wisconsin,usa
4480,ford,door,2011,116480,black,2fmdk3gc0bbb23680,florida,usa
31003,ford,door,2017,72084,red,1ftew1eg0hfb93193,michigan,usa
75,ford,pickup,2001,295780,gold,1ftrw08l61kc05834,arkansas,usa
8850,gmc,door,2011,148035,white,1gt120c83bf236190,utah,usa
14750,infiniti,mpv,2019,11396,white,jn8az2nexk9236037,texas,usa
4690,hyundai,mpv,2019,33785,silver,km8k12aa0ku242609,ohio,usa
23000,land,sport,2018,20103,black,salcp2rx6jh739311,california,usa
46900,land,discovery,2018,32387,black,salrr2rk0ja052195,florida,usa
10740,mercedes-benz,doors,2018,48140,white,wddwk4jb2jf613298,california,usa
3160,nissan,doors,2017,34861,gray,3n1ab7ap0hy315498,new jersey,usa
0,chevrolet,door,2006,268040,silver,1g1zt53f46f254868,texas,usa
3450,chrysler,door,2011,114119,gold,1c3bc1fg1bn519076,florida,usa
27102,ford,f-150,2017,34165,red,1ftfw1eg1hfb78397,michigan,usa
500,gmc,door,2018,27442,black,1gkknmls5jz177336,arkansas,usa
5100,gmc,door,2011,144792,white,1gtr2uea3bz242502,utah,usa
15010,infiniti,mpv,2019,11394,beige,jn8az2ne8k9236456,texas,usa
5800,jeep,mpv,2019,30546,silver,1c4pjldb3kd419559,ohio,usa
23200,land,sport,2018,23745,black,salcp2rx0jh740860,california,usa
8000,hyundai,door,2015,88274,red,km8jucag9fu984199,pennsylvania,usa
3390,nissan,doors,2018,38349,gray,3n1ab7ap5jy293102,california,usa
3140,nissan,doors,2017,30142,white,3n1ab7ap1hy310259,new jersey,usa
25,chevrolet,door,2007,267834,black,3gnfk12387g179905,texas,usa
15000,bmw,door,2014,44730,silver,wba3b5g54ens10419,illinois,usa
10440,chevrolet,cab,2011,92476,blue,1gc1kyc87bf185906,florida,usa
23911,ford,f-150,2017,25698,black,1ftew1cf3hfb78746,michigan,usa
25,ford,pk,2010,155242,gray,1ftfx1ev7akc32939,oklahoma,usa
21400,gmc,acadia,2018,54332,gray,1gkknwls6jz133440,new jersey,usa
5380,gmc,cab,2011,119215,white,1gt120cg5bf167316,utah,usa
11000,jeep,mpv,2019,8930,red,1c4hjxeg0kw596497,michigan,usa
4950,jeep,mpv,2019,46985,silver,1c4pjllb6kd184477,ohio,usa
22500,land,sport,2018,30220,black,salcp2rx7jh741147,california,usa
30300,maserati,ghibli,2017,37021,black,zam57xslxh1248775,florida,usa
2630,nissan,doors,2018,43152,white,3n1cn7ap5jl882275,california,usa
3140,nissan,doors,2017,34318,silver,3n1ab7ap1hl639346,new jersey,usa
2300,chevrolet,door,2011,88287,white,1gnskbe03br198151,arkansas,usa
4310,chevrolet,door,2011,105486,black,2cnaldec6b6382868,florida,usa
26012,ford,door,2017,19850,black,1ftew1ef2hfb83224,michigan,usa
75,ford,door,2014,116535,silver,1fadp3k26el249167,oklahoma,usa
48500,gmc,1500,2019,15777,black,1gtu9fel6kz311976,pennsylvania,usa
3330,gmc,mpv,2009,87448,white,1gtgg25k391106224,utah,usa
11200,jeep,mpv,2019,8395,yellow,1c4hjxeg7kw589272,michigan,usa
4730,hyundai,mpv,2019,30121,red,km8j23a45ku893842,ohio,usa
24900,mercedes-benz,glc,2018,33687,white,wdc0g4jb4jv097463,california,usa
29400,mercedes-benz,e-class,2017,37561,blue,wddzf4jb6ha277485,florida,usa
8350,nissan,cab,2018,32256,gray,1n6aa1ej3jn519666,california,usa
475,peterbilt,truck,2012,902041,gold,1xp4d49x9cd123630,florida,usa
3210,nissan,doors,2017,25255,black,3n1ab7apxhy302645,new jersey,usa
25,chevrolet,van,2006,165327,white,1gndu23l46d143789,arkansas,usa
4200,chevrolet,cutaway,2006,118009,white,1gbhg31u661113654,wisconsin,usa
8430,chevrolet,utility,2011,114547,black,3gntkge3xbg398052,florida,usa
25503,ford,f-150,2017,18647,black,1ftmf1ef2hfb83980,michigan,usa
0,ford,pickup,1996,252588,red,1ftef15n0tlc14455,oklahoma,usa
26000,gmc,limited,2019,16669,black,2gtv2mecxk1173011,pennsylvania,usa
3900,honda,doors,2017,47970,blue,2hgfc2f52hh522914,virginia,usa
11200,jeep,mpv,2019,12905,gray,1c4hjxeg7kw590115,michigan,usa
8610,jeep,mpv,2019,22123,silver,1c4rjebg1kc776053,ohio,usa
28000,mercedes-benz,gle,2018,40780,white,4jgda5jbxjb046383,california,usa
84900,mercedes-benz,sl-class,2017,25302,silver,wddjk7ea3hf044968,florida,usa
10840,lexus,mpv,2017,36596,black,2t2bzmca4hc087456,california,usa
100,peterbilt,truck,2012,0,blue,1xp4d49x1cd144875,florida,usa
11050,ram,door,2017,30421,white,1c6rr7pt3hs659994,new jersey,usa
0,chevrolet,door,2012,134938,orange,1g1jc5sh7c4114661,oklahoma,usa
1000,chevrolet,door,2005,135675,gray,1gnet16s156132062,wisconsin,usa
3570,dodge,door,2015,17355,black,3c4pdcab2ft637813,georgia,usa
25001,ford,door,2017,27773,gray,1ftfw1ef5hfb70262,michigan,usa
0,ford,door,2010,86841,silver,3fahp0ga3ar366961,oklahoma,usa
5630,gmc,mpv,2017,58366,black,2gkfltek2h6317685,virginia,usa
11100,jeep,mpv,2019,11229,white,1c4hjxegxkw589301,michigan,usa
4650,hyundai,mpv,2019,27492,white,km8j23a44ku882752,ohio,usa
0,lincoln,door,2005,89705,green,1lnhm87a25y619997,minnesota,usa
3820,nissan,mpv,2016,41654,blue,5n1at2mn5gc894272,california,usa
0,peterbilt,truck,2009,982486,blue,1xp7d49x09d784257,florida,usa
2900,nissan,doors,2017,31954,gray,3n1ab7ap6hy249992,new jersey,usa
50,chevrolet,door,2008,172102,blue,1g1al58f787159241,texas,usa
5100,chevrolet,pickup,2004,173321,gray,1gchk23204f232462,wisconsin,usa
4700,dodge,door,2015,93423,red,3c4pdcgb7ft597655,georgia,usa
29502,ford,f-150,2017,14053,red,1ftfw1eg1hke28907,michigan,usa
0,ford,door,2008,145483,red,1fmcu03128kc80487,oklahoma,usa
6160,honda,door,2017,25956,white,1hgct1b89ha002933,virginia,usa
10910,jeep,mpv,2019,12253,red,1c4hjxeg8kw651309,michigan,usa
3440,hyundai,doors,2019,34895,gray,3kpc24a34ke050725,ohio,usa
16000,mazda,cx-3,2016,47753,gray,jm1dkbd74g0123647,florida,usa
3810,kia,door,2016,39408,black,kndjx3ae3g7012477,california,usa
1025,peterbilt,truck,2010,1017936,color:,1xp7d49x0ad793710,georgia,usa
3020,nissan,doors,2017,33599,white,3n1ab7ap7hy223787,new jersey,usa
0,chevrolet,door,2003,194673,gray,1gndt13s632267445,texas,usa
2000,chevrolet,pickup,2003,507985,red,1gcgc24u53z128586,wisconsin,usa
3870,ford,door,2010,185983,white,1fmcu4k37akb80224,florida,usa
24811,ford,door,2017,28464,red,1ftew1ep4hfb44546,michigan,usa
75,ford,door,2007,154989,blue,3fahp06z07r118828,oklahoma,usa
5420,honda,doors,2017,16702,black,1hgcr2f55ha080596,virginia,usa
11100,jeep,mpv,2019,11449,yellow,1c4hjxegxkw600703,michigan,usa
4750,hyundai,mpv,2019,25847,gray,km8j23a4xku846404,ohio,usa
17900,mercedes-benz,door,2015,49772,gray,wddhf5kbxfb099457,florida,usa
3800,nissan,door,2015,83915,black,1n4al3ap6fc102604,california,usa
3160,nissan,doors,2017,40306,silver,3n1ab7ap0hy260843,new jersey,usa
25,chevrolet,pickup,2010,149189,white,3gcrkse37ag234620,colorado,usa
1200,chevrolet,door,2001,149543,red,2cnbj13c316958216,wisconsin,usa
6470,chevrolet,coupe,2010,69622,yellow,2g1fk1ejxa9163850,florida,usa
26400,ford,door,2017,36295,red,1ftew1ef3hfb27101,michigan,usa
0,gmc,door,1993,0,light blue,1gkfk16k5pj701631,colorado,usa
32500,gmc,2500hd,2018,14856,blue,1gt12seg2jf255666,pennsylvania,usa
6900,honda,mpv,2017,44129,brown,5j6rw1h81hl005542,minnesota,usa
11030,jeep,mpv,2019,10861,yellow,1c4hjxeg5kw608448,michigan,usa
3460,hyundai,door,2012,142106,white,5npeb4ac2ch437716,mississippi,usa
18000,mercedes-benz,door,2015,82411,black,4jgda5hb2fa567147,florida,usa
3250,hyundai,door,2015,111612,gray,5npdh4ae3fh644096,california,usa
3210,nissan,doors,2017,35251,gray,3n1ab7apxhy232807,new jersey,usa
13200,chevrolet,door,2017,50408,black,2gnflfek3h6342356,pennsylvania,usa
27705,ford,f-150,2019,15630,gray,1ftew1e48kfb37676,michigan,usa
7200,chevrolet,door,2017,53273,black,1g1bc5sm8h7200200,pennsylvania,usa
28714,ford,f-150,2019,14786,white,1ftfw1e58kfb37772,michigan,usa
11200,chevrolet,door,2017,85315,white,2gnflfek3h6341370,pennsylvania,usa
27502,ford,f-150,2019,16146,gray,1ftew1e45kfb69856,michigan,usa
11900,chevrolet,door,2017,76211,blue,2gnflfek5h6341662,pennsylvania,usa
29314,ford,f-150,2019,15265,gray,1ftew1ep6kfb85302,michigan,usa
11200,chevrolet,door,2017,79965,silver,2gnflfek5h6351639,pennsylvania,usa
27002,ford,f-150,2019,16059,gray,1ftew1e55kfb96628,michigan,usa
13200,chevrolet,door,2017,62739,black,2gnflfek4h6351292,pennsylvania,usa
28214,ford,f-150,2019,15569,white,1ftfw1e51kfc13333,michigan,usa
12700,chevrolet,door,2017,58932,black,2gnflfek8h6350288,pennsylvania,usa
29900,ford,f-150,2019,17488,white,1ftfw1e55kfb37583,michigan,usa
12700,chevrolet,door,2017,60733,black,2gnflfek7h6351433,pennsylvania,usa
27202,ford,f-150,2019,18550,red,1ftew1e59kfb37761,michigan,usa
13500,chevrolet,impala,2018,53194,white,2g1105s3xj9121918,new jersey,usa
27705,ford,f-150,2019,17644,silver,1ftew1e41kfb70194,michigan,usa
14700,chevrolet,van,2016,34454,white,1gcwgaff9g1216490,pennsylvania,usa
29900,ford,f-150,2019,17684,white,1ftfw1e5xkfc33564,michigan,usa
4500,chevrolet,door,2015,83279,gray,1g1pc5sb0f7185936,pennsylvania,usa
27705,ford,f-150,2019,16600,silver,1ftew1e41kfb69644,michigan,usa
8000,chevrolet,door,2015,107971,gray,1gnkrgkd8fj279098,pennsylvania,usa
25511,ford,f-150,2019,17801,silver,1ftfw1e43kfb97031,michigan,usa
7700,chevrolet,colorado,2015,94150,white,1gchsaea7f1213972,pennsylvania,usa
29900,ford,f-150,2019,17159,silver,1ftfw1e53kfc33535,michigan,usa
7200,chevrolet,van,2015,80711,white,3n63m0yn5fk720622,pennsylvania,usa
27502,ford,f-150,2019,17983,red,1ftew1e55kfb69820,michigan,usa
4500,chevrolet,door,2013,119981,white,1gcncpex7dz328593,pennsylvania,usa
27402,ford,f-150,2019,17851,white,1ftfw1e52kfb51151,michigan,usa
1500,chevrolet,sonic,2013,66079,black,1g1jg6sb3d4251006,pennsylvania,usa
26602,ford,f-150,2019,18174,white,1ftew1e42kfb37902,michigan,usa
10200,chevrolet,sonic,2019,7654,black,1g1jf5sb0k4122201,illinois,usa
29900,ford,f-150,2019,18759,black,1ftfw1e58kfb69878,michigan,usa
14000,chevrolet,colorado,2019,11564,white,1gchsbea7k1232845,illinois,usa
28500,ford,f-150,2019,18901,silver,1ftew1e50kfb51192,michigan,usa
8000,chevrolet,door,2016,86541,black,2g1115s37g9109571,florida,usa
29809,ford,f-150,2019,21157,silver,1ftfw1e51kfb70029,michigan,usa
36900,chevrolet,corvette,2015,29937,black,1g1yj2d7xf5106236,florida,usa
26902,ford,f-150,2019,23964,white,1ftew1e48kfb37905,michigan,usa
10950,chevrolet,door,2015,58504,red,2gnalbek5f1140499,florida,usa
27402,ford,f-150,2019,20154,white,1ftew1e59kfb37727,michigan,usa
16900,acura,mdx,2014,63500,silver,5fryd3h20eb002546,florida,usa
25600,ford,f-150,2019,23294,silver,1ftew1ep1kfb50960,michigan,usa
29700,bmw,series,2016,24293,no_color,wba7f2c58gge12300,texas,usa
27702,ford,f-150,2019,20343,red,1ftew1e47kfb69647,michigan,usa
13500,buick,encore,2016,19655,red,kl4cjbsb4gb700424,texas,usa
27102,ford,f-150,2019,19100,white,1ftew1e53kfb37982,michigan,usa
27102,ford,f-150,2019,20014,white,1ftew1e54kfa00453,michigan,usa
25811,ford,f-150,2019,21774,black,1ftew1e59kfb37887,michigan,usa
26602,ford,f-150,2019,21201,white,1ftew1e59kfb69755,michigan,usa
27102,ford,f-150,2019,21766,white,1ftew1e49kfb96784,michigan,usa
37500,buick,enclave,2019,12406,gray,5gaevbkw8kj293388,wisconsin,usa
26211,ford,flex,2019,17977,blue,2fmhk6dt1kba21554,michigan,usa
24205,ford,flex,2019,22805,silver,2fmhk6d80kba19788,michigan,usa
37500,cadillac,xt5,2019,16013,black,1gyknfrs3kz252626,wisconsin,usa
27111,ford,flex,2019,14382,black,2fmhk6dt2kba21630,michigan,usa
27411,ford,flex,2019,9660,black,2fmhk6dt1kba21571,michigan,usa
27302,ford,flex,2019,18969,black,2fmhk6dt2kba19683,michigan,usa
27202,ford,f-150,2019,24730,gray,1ftew1ep2kfb70022,michigan,usa
26311,ford,flex,2019,15847,red,2fmhk6dt5kba19693,michigan,usa
26602,ford,f-150,2019,25009,white,1ftew1e55kfb51169,michigan,usa
33500,bmw,series,2017,22115,blue,wbaja7c31hg905802,wisconsin,usa
27511,ford,flex,2019,11836,white,2fmhk6dt7kba19548,michigan,usa
21500,buick,door,2017,23765,red,1g4zp5ss5hu137398,wisconsin,usa
27200,ford,f-150,2019,25508,silver,1ftfw1e40kfb69655,michigan,usa
26511,ford,flex,2019,18196,red,2fmhk6dt9kba19695,michigan,usa
24002,ford,flex,2019,16106,gray,2fmhk6c81kba19848,michigan,usa
21500,buick,door,2017,14907,silver,1g4zp5ss6hu125437,wisconsin,usa
18511,ford,fusion,2019,12735,gray,3fa6p0ru0kr211641,michigan,usa
14000,kia,sorento,2017,53424,black,5xypgda51hg221253,connecticut,usa
29000,buick,door,2017,17940,green,5gakvckd5hj216221,illinois,usa
23402,ford,flex,2019,17417,gray,2fmhk6c88kba19846,michigan,usa
13300,kia,door,2017,37125,no_color,5xypgda39hg262132,connecticut,usa
19700,bmw,x3,2017,61428,black,5uxwx9c51h0t09021,wisconsin,usa
23211,ford,flex,2019,17025,black,2fmhk6c85kba19710,michigan,usa
15500,kia,sorento,2017,37668,red,5xypgda59hg292944,connecticut,usa
18111,ford,fusion,2019,15805,black,3fa6p0ruxkr244131,michigan,usa
21500,kia,sorento,2017,43761,gray,5xypkda50hg299327,connecticut,usa
25511,ford,mustang,2019,11342,gray,1fatp8uh4k5177265,michigan,usa
17700,chevrolet,equinox,2017,35664,blue,2gnaldek2h1500410,wisconsin,usa
28000,chevrolet,cutaway,2017,12780,white,1gb3gtcgxh1118909,illinois,usa
14000,chevrolet,door,2017,38458,blue,1g1ze5st9hf229260,wisconsin,usa
21700,chevrolet,door,2017,34420,silver,1gnkvgkd4hj314704,wisconsin,usa
13500,chevrolet,door,2017,46497,white,1g1ze5stxhf257679,wisconsin,usa
35500,chevrolet,1500,2017,21268,no_color,3gcuksec0hg271643,wisconsin,usa
29500,chevrolet,1500,2017,31029,red,3gcukrec7hg170656,wisconsin,usa
25300,chevrolet,1500,2017,40878,no_color,1gcvkrec8hz169908,wisconsin,usa
21500,chevrolet,1500,2016,20270,silver,3gcuknec9gg224336,new jersey,usa
25900,chevrolet,door,2016,32984,blue,1gcvkrec8gz393856,wisconsin,usa
35300,chevrolet,door,2016,75506,black,1gnskckc9gr424401,wisconsin,usa
13500,chevrolet,door,2016,39951,red,1g1bg5sm5g7250863,wisconsin,usa
62000,chevrolet,corvette,2016,19403,white,1g1yt2d6xg5612796,illinois,usa
46000,chevrolet,corvette,2016,4445,black,1g1yj2d70g5122320,illinois,usa
9000,chevrolet,malibu,2016,67527,gray,1g1zj5su8gf337274,wisconsin,usa
25900,chevrolet,door,2016,33588,white,1gcvkrec7gz392164,wisconsin,usa
25800,chevrolet,door,2016,10103,no_color,1gcvkpec7gz283370,wisconsin,usa
17000,chevrolet,door,2016,26474,gray,2gnaldek7g6323080,wisconsin,usa
12800,chevrolet,door,2016,40253,white,1g1ze5st5gf315602,wisconsin,usa
47400,chevrolet,3500,2016,39624,red,1gc4k0c84gf121926,wisconsin,usa
24400,chevrolet,door,2016,48705,gray,1gnkvjkd3gj171692,wisconsin,usa
17100,chevrolet,trax,2016,19659,white,kl7cjrsb9gb542870,wisconsin,usa
7400,chevrolet,door,2015,91299,no_color,1g11c5sl8ff311156,wisconsin,usa
33100,chevrolet,door,2015,81614,gold,1gnskckc5fr181703,wisconsin,usa
22000,chevrolet,trax,2020,179,gray,3gncjksbxll181398,california,usa
35000,chevrolet,1500,2019,5523,no_color,3gcpwaef0kg291601,california,usa
16500,chevrolet,equinox,2019,29841,silver,2gnaxkev6k6186886,california,usa
35300,chevrolet,1500,2019,8516,silver,1gcuwded5kz124282,california,usa
26900,chevrolet,traverse,2018,42941,black,1gnevhkw8jj148388,missouri,usa
11600,chevrolet,trax,2017,27498,black,3gncjksb6hl148082,california,usa
28100,chevrolet,1500,2017,31141,silver,1gcpcrec9hf242498,california,usa
27700,chevrolet,1500,2017,20784,white,1gcvkrec1hz135955,california,usa
17700,chevrolet,passenger,2017,52667,white,1gazgpfg0h1169059,california,usa
16600,chevrolet,volt,2017,26003,no_color,1g1rc6s56hu177143,california,usa
63200,chevrolet,corvette,2016,4266,red,1g1ys2d6xg5609979,california,usa
36800,chevrolet,door,2015,32332,white,1gc1kweg8ff170135,california,usa
19500,chevrolet,passenger,2018,44333,white,1gazgpfg7j1254194,texas,usa
38800,chevrolet,tahoe,2019,36198,blue,1gnskbkc0kr335691,oklahoma,usa
37500,chevrolet,tahoe,2019,33331,silver,1gnskbkc1kr164515,oklahoma,usa
35000,chevrolet,suburban,2019,43082,gray,1gnskhkcxkr306962,oklahoma,usa
31100,chevrolet,camaro,2019,24561,gray,1g1fh1r7xk0140397,oklahoma,usa
22600,chevrolet,van,2019,13485,white,1gcwgafgxk1242467,oklahoma,usa
22400,chevrolet,van,2019,15524,white,1gcwgafg5k1221297,oklahoma,usa
22700,chevrolet,van,2019,8996,white,1gcwgafg9k1240337,oklahoma,usa
13700,chevrolet,malibu,2019,47282,silver,1g1zd5st4kf126371,oklahoma,usa
37100,chevrolet,suburban,2019,34470,black,1gnskhkcxkr288236,oklahoma,usa
18500,chevrolet,colorado,2018,87264,green,1gcgtcen5j1157983,oregon,usa
18300,chevrolet,2500,2017,114344,white,1gc2kveg3hz159933,oregon,usa
19000,chevrolet,2500,2017,111635,white,1gc2kveg1hz262672,oregon,usa
18500,chevrolet,1500,2017,103955,white,3gcukrec0hg249327,oregon,usa
22500,chevrolet,door,2016,66640,white,3gcukrec5gg277008,oregon,usa
14500,chevrolet,door,2014,122018,white,3gcukrec6eg373324,oregon,usa
32800,chevrolet,tahoe,2018,46915,gray,1gnskbkc9jr370082,oklahoma,usa
12300,chevrolet,malibu,2018,53599,black,1g1zd5stxjf140841,oklahoma,usa
19600,chevrolet,1500,2018,41672,gray,1gcvkreh7jz295386,oklahoma,usa
13600,chevrolet,malibu,2018,36047,white,1g1zd5st5jf249837,oklahoma,usa
7200,chevrolet,spark,2018,42561,red,kl8cb6sa3jc459211,oklahoma,usa
19900,chevrolet,1500,2018,40345,white,1gcvkreh3jz272445,oklahoma,usa
13000,chevrolet,malibu,2018,41751,gray,1g1zd5st8jf242655,oklahoma,usa
19700,chevrolet,door,2016,27593,white,1gcvkrec0gz118434,oklahoma,usa
9400,chevrolet,door,2017,24009,blue,1g1be5sm4h7275597,oklahoma,usa
23800,chevrolet,1500,2017,85697,white,3gcukrecxhg319917,oklahoma,usa
17700,chevrolet,equinox,2019,25223,white,3gnaxuev8ks588177,new york,usa
17000,chevrolet,door,2015,27927,white,2g1ff1e3xf9185411,oklahoma,usa
14000,chevrolet,door,2014,135127,red,3gcpcreh4eg204053,florida,usa
32100,chevrolet,2500,2018,55532,white,1gc1kvey2jf198038,pennsylvania,usa
33100,chevrolet,2500,2019,72172,white,1gc1ksey8kf114255,pennsylvania,usa
31600,chevrolet,2500,2018,57751,white,1gc1kvey3jf197819,pennsylvania,usa
5100,chevrolet,door,2013,96314,gray,3gnal3ek3ds630172,pennsylvania,usa
4100,chevrolet,door,2013,89152,blue,1g1pa5sgxd7225194,pennsylvania,usa
7200,chevrolet,door,2014,114660,silver,2gnflfek5e6237636,texas,usa
12800,chevrolet,1500,2014,177322,white,3gcuksej4eg356687,texas,usa
46800,chevrolet,1500,2019,36423,gray,1gcuyhel9kz240206,nebraska,usa
21800,chevrolet,van,2019,23759,white,1gcwgafg7k1222516,missouri,usa
3000,chevrolet,door,2013,120667,gray,1g1jc6sh6d4127084,texas,usa
22500,chevrolet,colorado,2017,65344,red,1gcgtcen1h1148658,indiana,usa
35300,chevrolet,suburban,2018,51347,black,1gnskhkc5jr243896,missouri,usa
16500,chevrolet,volt,2017,52322,black,1g1rd6s59hu201853,oklahoma,usa
33000,chevrolet,door,2017,67620,black,1gnskbkc6hr132085,missouri,usa
31500,chevrolet,1500,2017,59965,black,3gcuktec6hg222226,missouri,usa
34500,chevrolet,1500,2017,28739,silver,3gcuksec3hg222744,missouri,usa
8000,chevrolet,trax,2016,77429,silver,kl7cjpsb3gb750120,west virginia,usa
25000,chevrolet,1500,2017,20847,white,3gcukrec6hg356561,west virginia,usa
10700,chevrolet,trax,2016,44280,red,3gncjnsb1gl264970,west virginia,usa
13400,chevrolet,door,2016,86031,silver,2g1145s39g9185641,west virginia,usa
16500,chevrolet,equinox,2019,7622,gold,2gnaxhev8k6108774,west virginia,usa
34000,chevrolet,traverse,2019,8067,white,1gnevhkw9kj129253,west virginia,usa
